utm,lon,lat,east,north
30T,-3,44,499999.9999999993,4871872.840767047
30U,-3,52,499999.9999999994,5761038.212590415
30V,-3,60,499999.99999999953,6651411.190362714
30W,-3,68,499999.99999999965,7542864.29720695
30X,-3,76,499999.99999999977,8435185.36883611
31C,3,-76,500000.00000000023,-8435185.36883611
31D,3,-68,500000.00000000035,-7542864.29720695
31E,3,-60,500000.00000000047,-6651411.190362714
31F,3,-52,500000.0000000006,-5761038.212590415
31G,3,-44,500000.0000000007,-4871872.840767047
31H,3,-36,500000.0000000008,-3983948.4533356656
31J,3,-28,500000.0000000009,-3097202.370688265
31K,3,-20,500000.00000000093,-2211481.307669964
31L,3,-12,500000.00000000093,-1326553.6358056443
31M,3,-4,500000.000000001,-442127.3902531092
31N,3,4,500000.000000001,442127.3902531092
31P,3,12,500000.00000000093,1326553.6358056443
31Q,3,20,500000.00000000093,2211481.307669964
31R,3,28,500000.0000000009,3097202.370688265
31S,3,36,500000.0000000008,3983948.4533356656
31T,3,44,500000.0000000007,4871872.840767047
31U,3,52,500000.0000000006,5761038.212590415
31V,3,60,500000.00000000047,6651411.190362714
31W,3,68,500000.00000000035,7542864.29720695
31X,3,76,500000.00000000023,8435185.36883611
32C,9,-76,500000.0,-8435185.36883611
32D,9,-68,500000.0,-7542864.29720695
32E,9,-60,500000.0,-6651411.190362714
32F,9,-52,500000.0,-5761038.212590415
32G,9,-44,500000.0,-4871872.840767047
32H,9,-36,500000.0,-3983948.4533356656
32J,9,-28,500000.0,-3097202.370688265
32K,9,-20,500000.0,-2211481.307669964
32L,9,-12,500000.0,-1326553.6358056443
32M,9,-4,500000.0,-442127.3902531092
32N,9,4,500000.0,442127.3902531092
32P,9,12,500000.0,1326553.6358056443
32Q,9,20,500000.0,2211481.307669964
32R,9,28,500000.0,3097202.370688265
32S,9,36,500000.0,3983948.4533356656
32T,9,44,500000.0,4871872.840767047
32U,9,52,500000.0,5761038.212590415
32V,9,60,500000.0,6651411.190362714
32W,9,68,500000.0,7542864.29720695
32X,9,76,500000.0,8435185.36883611
33C,15,-76,500000.0000000004,-8435185.36883611
33D,15,-68,500000.00000000064,-7542864.29720695
33E,15,-60,500000.0000000009,-6651411.190362714
33F,15,-52,500000.0000000011,-5761038.212590415
33G,15,-44,500000.0000000013,-4871872.840767047
33H,15,-36,500000.00000000146,-3983948.4533356656
33J,15,-28,500000.0000000016,-3097202.370688265
33K,15,-20,500000.0000000017,-2211481.307669964
33L,15,-12,500000.00000000175,-1326553.6358056443
33M,15,-4,500000.00000000175,-442127.3902531092
33N,15,4,500000.00000000175,442127.3902531092
33P,15,12,500000.00000000175,1326553.6358056443
33Q,15,20,500000.0000000017,2211481.307669964
33R,15,28,500000.0000000016,3097202.370688265
33S,15,36,500000.00000000146,3983948.4533356656
33T,15,44,500000.0000000013,4871872.840767047
33U,15,52,500000.0000000011,5761038.212590415
33V,15,60,500000.0000000009,6651411.190362714
33W,15,68,500000.00000000064,7542864.29720695
33X,15,76,500000.0000000004,8435185.36883611
34C,21,-76,500000.00000000023,-8435185.36883611
34D,21,-68,500000.0000000004,-7542864.29720695
34E,21,-60,500000.0000000005,-6651411.190362714
34F,21,-52,500000.00000000064,-5761038.212590415
34G,21,-44,500000.00000000076,-4871872.840767047
34H,21,-36,500000.0000000009,-3983948.4533356656
34J,21,-28,500000.00000000093,-3097202.370688265
34K,21,-20,500000.000000001,-2211481.307669964
34L,21,-12,500000.00000000105,-1326553.6358056443
34M,21,-4,500000.00000000105,-442127.3902531092
34N,21,4,500000.00000000105,442127.3902531092
34P,21,12,500000.00000000105,1326553.6358056443
34Q,21,20,500000.000000001,2211481.307669964
34R,21,28,500000.00000000093,3097202.370688265
34S,21,36,500000.0000000009,3983948.4533356656
34T,21,44,500000.00000000076,4871872.840767047
34U,21,52,500000.00000000064,5761038.212590415
34V,21,60,500000.0000000005,6651411.190362714
34W,21,68,500000.0000000004,7542864.29720695
34X,21,76,500000.00000000023,8435185.36883611
35C,27,-76,500000.0,-8435185.36883611
35D,27,-68,500000.0,-7542864.29720695
35E,27,-60,500000.0,-6651411.190362714
35F,27,-52,500000.0,-5761038.212590415
35G,27,-44,500000.0,-4871872.840767047
35H,27,-36,500000.0,-3983948.4533356656
35J,27,-28,500000.0,-3097202.370688265
35K,27,-20,500000.0,-2211481.307669964
35L,27,-12,500000.0,-1326553.6358056443
35M,27,-4,500000.0,-442127.3902531092
35N,27,4,500000.0,442127.3902531092
35P,27,12,500000.0,1326553.6358056443
35Q,27,20,500000.0,2211481.307669964
35R,27,28,500000.0,3097202.370688265
35S,27,36,500000.0,3983948.4533356656
35T,27,44,500000.0,4871872.840767047
35U,27,52,500000.0,5761038.212590415
35V,27,60,500000.0,6651411.190362714
35W,27,68,500000.0,7542864.29720695
35X,27,76,500000.0,8435185.36883611
36C,33,-76,499999.9999999998,-8435185.36883611
36D,33,-68,499999.9999999997,-7542864.29720695
36E,33,-60,499999.99999999965,-6651411.190362714
36F,33,-52,499999.99999999953,-5761038.212590415
36G,33,-44,499999.9999999995,-4871872.840767047
36H,33,-36,499999.9999999994,-3983948.4533356656
36J,33,-28,499999.99999999936,-3097202.370688265
36K,33,-20,499999.99999999936,-2211481.307669964
36L,33,-12,499999.9999999993,-1326553.6358056443
36M,33,-4,499999.9999999993,-442127.3902531092
36N,33,4,499999.9999999993,442127.3902531092
36P,33,12,499999.9999999993,1326553.6358056443
36Q,33,20,499999.99999999936,2211481.307669964
36R,33,28,499999.99999999936,3097202.370688265
36S,33,36,499999.9999999994,3983948.4533356656
36T,33,44,499999.9999999995,4871872.840767047
36U,33,52,499999.99999999953,5761038.212590415
36V,33,60,499999.99999999965,6651411.190362714
36W,33,68,499999.9999999997,7542864.29720695
36X,33,76,499999.9999999998,8435185.36883611
37C,39,-76,500000.0000000002,-8435185.36883611
37D,39,-68,500000.0000000003,-7542864.29720695
37E,39,-60,500000.00000000035,-6651411.190362714
37F,39,-52,500000.00000000047,-5761038.212590415
37G,39,-44,500000.0000000005,-4871872.840767047
37H,39,-36,500000.0000000006,-3983948.4533356656
37J,39,-28,500000.00000000064,-3097202.370688265
37K,39,-20,500000.00000000064,-2211481.307669964
37L,39,-12,500000.0000000007,-1326553.6358056443
37M,39,-4,500000.0000000007,-442127.3902531092
37N,39,4,500000.0000000007,442127.3902531092
37P,39,12,500000.0000000007,1326553.6358056443
37Q,39,20,500000.00000000064,2211481.307669964
37R,39,28,500000.00000000064,3097202.370688265
37S,39,36,500000.0000000006,3983948.4533356656
37T,39,44,500000.0000000005,4871872.840767047
37U,39,52,500000.00000000047,5761038.212590415
37V,39,60,500000.00000000035,6651411.190362714
37W,39,68,500000.0000000003,7542864.29720695
37X,39,76,500000.0000000002,8435185.36883611
38C,45,-76,500000.0,-8435185.36883611
38D,45,-68,500000.0,-7542864.29720695
38E,45,-60,500000.0,-6651411.190362714
38F,45,-52,500000.0,-5761038.212590415
38G,45,-44,500000.0,-4871872.840767047
38H,45,-36,500000.0,-3983948.4533356656
38J,45,-28,500000.0,-3097202.370688265
38K,45,-20,500000.0,-2211481.307669964
38L,45,-12,500000.0,-1326553.6358056443
38M,45,-4,500000.0,-442127.3902531092
38N,45,4,500000.0,442127.3902531092
38P,45,12,500000.0,1326553.6358056443
38Q,45,20,500000.0,2211481.307669964
38R,45,28,500000.0,3097202.370688265
38S,45,36,500000.0,3983948.4533356656
38T,45,44,500000.0,4871872.840767047
38U,45,52,500000.0,5761038.212590415
38V,45,60,500000.0,6651411.190362714
38W,45,68,500000.0,7542864.29720695
38X,45,76,500000.0,8435185.36883611
39C,51,-76,500000.0000000005,-8435185.36883611
39D,51,-68,500000.0000000008,-7542864.29720695
39E,51,-60,500000.00000000105,-6651411.190362714
39F,51,-52,500000.00000000134,-5761038.212590415
39G,51,-44,500000.0000000015,-4871872.840767047
39H,51,-36,500000.00000000175,-3983948.4533356656
39J,51,-28,500000.00000000186,-3097202.370688265
39K,51,-20,500000.000000002,-2211481.307669964
39L,51,-12,500000.0000000021,-1326553.6358056443
39M,51,-4,500000.0000000021,-442127.3902531092
39N,51,4,500000.0000000021,442127.3902531092
39P,51,12,500000.0000000021,1326553.6358056443
39Q,51,20,500000.000000002,2211481.307669964
39R,51,28,500000.00000000186,3097202.370688265
39S,51,36,500000.00000000175,3983948.4533356656
39T,51,44,500000.0000000015,4871872.840767047
39U,51,52,500000.00000000134,5761038.212590415
39V,51,60,500000.00000000105,6651411.190362714
39W,51,68,500000.0000000008,7542864.29720695
39X,51,76,500000.0000000005,8435185.36883611
40C,57,-76,499999.99999999965,-8435185.36883611
40D,57,-68,499999.9999999995,-7542864.29720695
40E,57,-60,499999.9999999993,-6651411.190362714
40F,57,-52,499999.9999999991,-5761038.212590415
40G,57,-44,499999.99999999895,-4871872.840767047
40H,57,-36,499999.99999999884,-3983948.4533356656
40J,57,-28,499999.9999999988,-3097202.370688265
40K,57,-20,499999.99999999866,-2211481.307669964
40L,57,-12,499999.9999999986,-1326553.6358056443
40M,57,-4,499999.9999999986,-442127.3902531092
40N,57,4,499999.9999999986,442127.3902531092
40P,57,12,499999.9999999986,1326553.6358056443
40Q,57,20,499999.99999999866,2211481.307669964
40R,57,28,499999.9999999988,3097202.370688265
40S,57,36,499999.99999999884,3983948.4533356656
40T,57,44,499999.99999999895,4871872.840767047
40U,57,52,499999.9999999991,5761038.212590415
40V,57,60,499999.9999999993,6651411.190362714
40W,57,68,499999.9999999995,7542864.29720695
40X,57,76,499999.99999999965,8435185.36883611
41C,63,-76,500000.0,-8435185.36883611
41D,63,-68,500000.0,-7542864.29720695
41E,63,-60,500000.0,-6651411.190362714
41F,63,-52,500000.0,-5761038.212590415
41G,63,-44,500000.0,-4871872.840767047
41H,63,-36,500000.0,-3983948.4533356656
41J,63,-28,500000.0,-3097202.370688265
41K,63,-20,500000.0,-2211481.307669964
41L,63,-12,500000.0,-1326553.6358056443
41M,63,-4,500000.0,-442127.3902531092
41N,63,4,500000.0,442127.3902531092
41P,63,12,500000.0,1326553.6358056443
41Q,63,20,500000.0,2211481.307669964
41R,63,28,500000.0,3097202.370688265
41S,63,36,500000.0,3983948.4533356656
41T,63,44,500000.0,4871872.840767047
41U,63,52,500000.0,5761038.212590415
41V,63,60,500000.0,6651411.190362714
41W,63,68,500000.0,7542864.29720695
41X,63,76,500000.0,8435185.36883611
42C,69,-76,499999.99999999895,-8435185.36883611
42D,69,-68,499999.9999999984,-7542864.29720695
42E,69,-60,499999.99999999785,-6651411.190362714
42F,69,-52,499999.9999999974,-5761038.212590415
42G,69,-44,499999.9999999969,-4871872.840767047
42H,69,-36,499999.99999999657,-3983948.4533356656
42J,69,-28,499999.9999999963,-3097202.370688265
42K,69,-20,499999.999999996,-2211481.307669964
42L,69,-12,499999.99999999587,-1326553.6358056443
42M,69,-4,499999.99999999575,-442127.3902531092
42N,69,4,499999.99999999575,442127.3902531092
42P,69,12,499999.99999999587,1326553.6358056443
42Q,69,20,499999.999999996,2211481.307669964
42R,69,28,499999.9999999963,3097202.370688265
42S,69,36,499999.99999999657,3983948.4533356656
42T,69,44,499999.9999999969,4871872.840767047
42U,69,52,499999.9999999974,5761038.212590415
42V,69,60,499999.99999999785,6651411.190362714
42W,69,68,499999.9999999984,7542864.29720695
42X,69,76,499999.99999999895,8435185.36883611
43C,75,-76,499999.99999999965,-8435185.36883611
43D,75,-68,499999.9999999995,-7542864.29720695
43E,75,-60,499999.9999999993,-6651411.190362714
43F,75,-52,499999.9999999991,-5761038.212590415
43G,75,-44,499999.99999999895,-4871872.840767047
43H,75,-36,499999.99999999884,-3983948.4533356656
43J,75,-28,499999.9999999988,-3097202.370688265
43K,75,-20,499999.99999999866,-2211481.307669964
43L,75,-12,499999.9999999986,-1326553.6358056443
43M,75,-4,499999.9999999986,-442127.3902531092
43N,75,4,499999.9999999986,442127.3902531092
43P,75,12,499999.9999999986,1326553.6358056443
43Q,75,20,499999.99999999866,2211481.307669964
43R,75,28,499999.9999999988,3097202.370688265
43S,75,36,499999.99999999884,3983948.4533356656
43T,75,44,499999.99999999895,4871872.840767047
43U,75,52,499999.9999999991,5761038.212590415
43V,75,60,499999.9999999993,6651411.190362714
43W,75,68,499999.9999999995,7542864.29720695
43X,75,76,499999.99999999965,8435185.36883611
44C,81,-76,500000.0,-8435185.36883611
44D,81,-68,500000.0,-7542864.29720695
44E,81,-60,500000.0,-6651411.190362714
44F,81,-52,500000.0,-5761038.212590415
44G,81,-44,500000.0,-4871872.840767047
44H,81,-36,500000.0,-3983948.4533356656
44J,81,-28,500000.0,-3097202.370688265
44K,81,-20,500000.0,-2211481.307669964
44L,81,-12,500000.0,-1326553.6358056443
44M,81,-4,500000.0,-442127.3902531092
44N,81,4,500000.0,442127.3902531092
44P,81,12,500000.0,1326553.6358056443
44Q,81,20,500000.0,2211481.307669964
44R,81,28,500000.0,3097202.370688265
44S,81,36,500000.0,3983948.4533356656
44T,81,44,500000.0,4871872.840767047
44U,81,52,500000.0,5761038.212590415
44V,81,60,500000.0,6651411.190362714
44W,81,68,500000.0,7542864.29720695
44X,81,76,500000.0,8435185.36883611
45C,87,-76,499999.99999999895,-8435185.36883611
45D,87,-68,499999.9999999984,-7542864.29720695
45E,87,-60,499999.99999999785,-6651411.190362714
45F,87,-52,499999.9999999974,-5761038.212590415
45G,87,-44,499999.9999999969,-4871872.840767047
45H,87,-36,499999.99999999657,-3983948.4533356656
45J,87,-28,499999.9999999963,-3097202.370688265
45K,87,-20,499999.999999996,-2211481.307669964
45L,87,-12,499999.99999999587,-1326553.6358056443
45M,87,-4,499999.99999999575,-442127.3902531092
45N,87,4,499999.99999999575,442127.3902531092
45P,87,12,499999.99999999587,1326553.6358056443
45Q,87,20,499999.999999996,2211481.307669964
45R,87,28,499999.9999999963,3097202.370688265
45S,87,36,499999.99999999657,3983948.4533356656
45T,87,44,499999.9999999969,4871872.840767047
45U,87,52,499999.9999999974,5761038.212590415
45V,87,60,499999.99999999785,6651411.190362714
45W,87,68,499999.9999999984,7542864.29720695
45X,87,76,499999.99999999895,8435185.36883611
46C,93,-76,499999.99999999965,-8435185.36883611
46D,93,-68,499999.9999999995,-7542864.29720695
46E,93,-60,499999.9999999993,-6651411.190362714
46F,93,-52,499999.9999999991,-5761038.212590415
46G,93,-44,499999.99999999895,-4871872.840767047
46H,93,-36,499999.99999999884,-3983948.4533356656
46J,93,-28,499999.9999999988,-3097202.370688265
46K,93,-20,499999.99999999866,-2211481.307669964
46L,93,-12,499999.9999999986,-1326553.6358056443
46M,93,-4,499999.9999999986,-442127.3902531092
46N,93,4,499999.9999999986,442127.3902531092
46P,93,12,499999.9999999986,1326553.6358056443
46Q,93,20,499999.99999999866,2211481.307669964
46R,93,28,499999.9999999988,3097202.370688265
46S,93,36,499999.99999999884,3983948.4533356656
46T,93,44,499999.99999999895,4871872.840767047
46U,93,52,499999.9999999991,5761038.212590415
46V,93,60,499999.9999999993,6651411.190362714
46W,93,68,499999.9999999995,7542864.29720695
46X,93,76,499999.99999999965,8435185.36883611
47C,99,-76,500000.0,-8435185.36883611
47D,99,-68,500000.0,-7542864.29720695
47E,99,-60,500000.0,-6651411.190362714
47F,99,-52,500000.0,-5761038.212590415
47G,99,-44,500000.0,-4871872.840767047
47H,99,-36,500000.0,-3983948.4533356656
47J,99,-28,500000.0,-3097202.370688265
47K,99,-20,500000.0,-2211481.307669964
47L,99,-12,500000.0,-1326553.6358056443
47M,99,-4,500000.0,-442127.3902531092
47N,99,4,500000.0,442127.3902531092
47P,99,12,500000.0,1326553.6358056443
47Q,99,20,500000.0,2211481.307669964
47R,99,28,500000.0,3097202.370688265
47S,99,36,500000.0,3983948.4533356656
47T,99,44,500000.0,4871872.840767047
47U,99,52,500000.0,5761038.212590415
47V,99,60,500000.0,6651411.190362714
47W,99,68,500000.0,7542864.29720695
47X,99,76,500000.0,8435185.36883611
48C,105,-76,499999.9999999993,-8435185.36883611
48D,105,-68,499999.99999999895,-7542864.29720695
48E,105,-60,499999.9999999986,-6651411.190362714
48F,105,-52,499999.99999999825,-5761038.212590415
48G,105,-44,499999.99999999796,-4871872.840767047
48H,105,-36,499999.99999999773,-3983948.4533356656
48J,105,-28,499999.9999999975,-3097202.370688265
48K,105,-20,499999.9999999973,-2211481.307669964
48L,105,-12,499999.9999999972,-1326553.6358056443
48M,105,-4,499999.99999999715,-442127.3902531092
48N,105,4,499999.99999999715,442127.3902531092
48P,105,12,499999.9999999972,1326553.6358056443
48Q,105,20,499999.9999999973,2211481.307669964
48R,105,28,499999.9999999975,3097202.370688265
48S,105,36,499999.99999999773,3983948.4533356656
48T,105,44,499999.99999999796,4871872.840767047
48U,105,52,499999.99999999825,5761038.212590415
48V,105,60,499999.9999999986,6651411.190362714
48W,105,68,499999.99999999895,7542864.29720695
48X,105,76,499999.9999999993,8435185.36883611
49C,111,-76,500000.00000000105,-8435185.36883611
49D,111,-68,500000.0000000016,-7542864.29720695
49E,111,-60,500000.00000000215,-6651411.190362714
49F,111,-52,500000.0000000026,-5761038.212590415
49G,111,-44,500000.0000000031,-4871872.840767047
49H,111,-36,500000.00000000343,-3983948.4533356656
49J,111,-28,500000.0000000037,-3097202.370688265
49K,111,-20,500000.000000004,-2211481.307669964
49L,111,-12,500000.00000000413,-1326553.6358056443
49M,111,-4,500000.00000000425,-442127.3902531092
49N,111,4,500000.00000000425,442127.3902531092
49P,111,12,500000.00000000413,1326553.6358056443
49Q,111,20,500000.000000004,2211481.307669964
49R,111,28,500000.0000000037,3097202.370688265
49S,111,36,500000.00000000343,3983948.4533356656
49T,111,44,500000.0000000031,4871872.840767047
49U,111,52,500000.0000000026,5761038.212590415
49V,111,60,500000.00000000215,6651411.190362714
49W,111,68,500000.0000000016,7542864.29720695
49X,111,76,500000.00000000105,8435185.36883611
50C,117,-76,500000.0,-8435185.36883611
50D,117,-68,500000.0,-7542864.29720695
50E,117,-60,500000.0,-6651411.190362714
50F,117,-52,500000.0,-5761038.212590415
50G,117,-44,500000.0,-4871872.840767047
50H,117,-36,500000.0,-3983948.4533356656
50J,117,-28,500000.0,-3097202.370688265
50K,117,-20,500000.0,-2211481.307669964
50L,117,-12,500000.0,-1326553.6358056443
50M,117,-4,500000.0,-442127.3902531092
50N,117,4,500000.0,442127.3902531092
50P,117,12,500000.0,1326553.6358056443
50Q,117,20,500000.0,2211481.307669964
50R,117,28,500000.0,3097202.370688265
50S,117,36,500000.0,3983948.4533356656
50T,117,44,500000.0,4871872.840767047
50U,117,52,500000.0,5761038.212590415
50V,117,60,500000.0,6651411.190362714
50W,117,68,500000.0,7542864.29720695
50X,117,76,500000.0,8435185.36883611
51C,123,-76,500000.0000000007,-8435185.36883611
51D,123,-68,500000.00000000105,-7542864.29720695
51E,123,-60,500000.0000000014,-6651411.190362714
51F,123,-52,500000.00000000175,-5761038.212590415
51G,123,-44,500000.00000000204,-4871872.840767047
51H,123,-36,500000.00000000227,-3983948.4533356656
51J,123,-28,500000.0000000025,-3097202.370688265
51K,123,-20,500000.0000000027,-2211481.307669964
51L,123,-12,500000.0000000028,-1326553.6358056443
51M,123,-4,500000.00000000285,-442127.3902531092
51N,123,4,500000.00000000285,442127.3902531092
51P,123,12,500000.0000000028,1326553.6358056443
51Q,123,20,500000.0000000027,2211481.307669964
51R,123,28,500000.0000000025,3097202.370688265
51S,123,36,500000.00000000227,3983948.4533356656
51T,123,44,500000.00000000204,4871872.840767047
51U,123,52,500000.00000000175,5761038.212590415
51V,123,60,500000.0000000014,6651411.190362714
51W,123,68,500000.00000000105,7542864.29720695
51X,123,76,500000.0000000007,8435185.36883611
52C,129,-76,500000.0000000007,-8435185.36883611
52D,129,-68,500000.00000000105,-7542864.29720695
52E,129,-60,500000.0000000014,-6651411.190362714
52F,129,-52,500000.00000000175,-5761038.212590415
52G,129,-44,500000.00000000204,-4871872.840767047
52H,129,-36,500000.00000000227,-3983948.4533356656
52J,129,-28,500000.0000000025,-3097202.370688265
52K,129,-20,500000.0000000027,-2211481.307669964
52L,129,-12,500000.0000000028,-1326553.6358056443
52M,129,-4,500000.00000000285,-442127.3902531092
52N,129,4,500000.00000000285,442127.3902531092
52P,129,12,500000.0000000028,1326553.6358056443
52Q,129,20,500000.0000000027,2211481.307669964
52R,129,28,500000.0000000025,3097202.370688265
52S,129,36,500000.00000000227,3983948.4533356656
52T,129,44,500000.00000000204,4871872.840767047
52U,129,52,500000.00000000175,5761038.212590415
52V,129,60,500000.0000000014,6651411.190362714
52W,129,68,500000.00000000105,7542864.29720695
52X,129,76,500000.0000000007,8435185.36883611
53C,135,-76,500000.0,-8435185.36883611
53D,135,-68,500000.0,-7542864.29720695
53E,135,-60,500000.0,-6651411.190362714
53F,135,-52,500000.0,-5761038.212590415
53G,135,-44,500000.0,-4871872.840767047
53H,135,-36,500000.0,-3983948.4533356656
53J,135,-28,500000.0,-3097202.370688265
53K,135,-20,500000.0,-2211481.307669964
53L,135,-12,500000.0,-1326553.6358056443
53M,135,-4,500000.0,-442127.3902531092
53N,135,4,500000.0,442127.3902531092
53P,135,12,500000.0,1326553.6358056443
53Q,135,20,500000.0,2211481.307669964
53R,135,28,500000.0,3097202.370688265
53S,135,36,500000.0,3983948.4533356656
53T,135,44,500000.0,4871872.840767047
53U,135,52,500000.0,5761038.212590415
53V,135,60,500000.0,6651411.190362714
53W,135,68,500000.0,7542864.29720695
53X,135,76,500000.0,8435185.36883611
54C,141,-76,500000.0000000007,-8435185.36883611
54D,141,-68,500000.00000000105,-7542864.29720695
54E,141,-60,500000.0000000014,-6651411.190362714
54F,141,-52,500000.00000000175,-5761038.212590415
54G,141,-44,500000.00000000204,-4871872.840767047
54H,141,-36,500000.00000000227,-3983948.4533356656
54J,141,-28,500000.0000000025,-3097202.370688265
54K,141,-20,500000.0000000027,-2211481.307669964
54L,141,-12,500000.0000000028,-1326553.6358056443
54M,141,-4,500000.00000000285,-442127.3902531092
54N,141,4,500000.00000000285,442127.3902531092
54P,141,12,500000.0000000028,1326553.6358056443
54Q,141,20,500000.0000000027,2211481.307669964
54R,141,28,500000.0000000025,3097202.370688265
54S,141,36,500000.00000000227,3983948.4533356656
54T,141,44,500000.00000000204,4871872.840767047
54U,141,52,500000.00000000175,5761038.212590415
54V,141,60,500000.0000000014,6651411.190362714
54W,141,68,500000.00000000105,7542864.29720695
54X,141,76,500000.0000000007,8435185.36883611
55C,147,-76,500000.0000000007,-8435185.36883611
55D,147,-68,500000.00000000105,-7542864.29720695
55E,147,-60,500000.0000000014,-6651411.190362714
55F,147,-52,500000.00000000175,-5761038.212590415
55G,147,-44,500000.00000000204,-4871872.840767047
55H,147,-36,500000.00000000227,-3983948.4533356656
55J,147,-28,500000.0000000025,-3097202.370688265
55K,147,-20,500000.0000000027,-2211481.307669964
55L,147,-12,500000.0000000028,-1326553.6358056443
55M,147,-4,500000.00000000285,-442127.3902531092
55N,147,4,500000.00000000285,442127.3902531092
55P,147,12,500000.0000000028,1326553.6358056443
55Q,147,20,500000.0000000027,2211481.307669964
55R,147,28,500000.0000000025,3097202.370688265
55S,147,36,500000.00000000227,3983948.4533356656
55T,147,44,500000.00000000204,4871872.840767047
55U,147,52,500000.00000000175,5761038.212590415
55V,147,60,500000.0000000014,6651411.190362714
55W,147,68,500000.00000000105,7542864.29720695
55X,147,76,500000.0000000007,8435185.36883611
56C,153,-76,500000.0,-8435185.36883611
56D,153,-68,500000.0,-7542864.29720695
56E,153,-60,500000.0,-6651411.190362714
56F,153,-52,500000.0,-5761038.212590415
56G,153,-44,500000.0,-4871872.840767047
56H,153,-36,500000.0,-3983948.4533356656
56J,153,-28,500000.0,-3097202.370688265
56K,153,-20,500000.0,-2211481.307669964
56L,153,-12,500000.0,-1326553.6358056443
56M,153,-4,500000.0,-442127.3902531092
56N,153,4,500000.0,442127.3902531092
56P,153,12,500000.0,1326553.6358056443
56Q,153,20,500000.0,2211481.307669964
56R,153,28,500000.0,3097202.370688265
56S,153,36,500000.0,3983948.4533356656
56T,153,44,500000.0,4871872.840767047
56U,153,52,500000.0,5761038.212590415
56V,153,60,500000.0,6651411.190362714
56W,153,68,500000.0,7542864.29720695
56X,153,76,500000.0,8435185.36883611
57C,159,-76,500000.0000000007,-8435185.36883611
57D,159,-68,500000.00000000105,-7542864.29720695
57E,159,-60,500000.0000000014,-6651411.190362714
57F,159,-52,500000.00000000175,-5761038.212590415
57G,159,-44,500000.00000000204,-4871872.840767047
57H,159,-36,500000.00000000227,-3983948.4533356656
57J,159,-28,500000.0000000025,-3097202.370688265
57K,159,-20,500000.0000000027,-2211481.307669964
57L,159,-12,500000.0000000028,-1326553.6358056443
57M,159,-4,500000.00000000285,-442127.3902531092
57N,159,4,500000.00000000285,442127.3902531092
57P,159,12,500000.0000000028,1326553.6358056443
57Q,159,20,500000.0000000027,2211481.307669964
57R,159,28,500000.0000000025,3097202.370688265
57S,159,36,500000.00000000227,3983948.4533356656
57T,159,44,500000.00000000204,4871872.840767047
57U,159,52,500000.00000000175,5761038.212590415
57V,159,60,500000.0000000014,6651411.190362714
57W,159,68,500000.00000000105,7542864.29720695
57X,159,76,500000.0000000007,8435185.36883611
58C,165,-76,499999.9999999993,-8435185.36883611
58D,165,-68,499999.99999999895,-7542864.29720695
58E,165,-60,499999.9999999986,-6651411.190362714
58F,165,-52,499999.99999999825,-5761038.212590415
58G,165,-44,499999.99999999796,-4871872.840767047
58H,165,-36,499999.99999999773,-3983948.4533356656
58J,165,-28,499999.9999999975,-3097202.370688265
58K,165,-20,499999.9999999973,-2211481.307669964
58L,165,-12,499999.9999999972,-1326553.6358056443
58M,165,-4,499999.99999999715,-442127.3902531092
58N,165,4,499999.99999999715,442127.3902531092
58P,165,12,499999.9999999972,1326553.6358056443
58Q,165,20,499999.9999999973,2211481.307669964
58R,165,28,499999.9999999975,3097202.370688265
58S,165,36,499999.99999999773,3983948.4533356656
58T,165,44,499999.99999999796,4871872.840767047
58U,165,52,499999.99999999825,5761038.212590415
58V,165,60,499999.9999999986,6651411.190362714
58W,165,68,499999.99999999895,7542864.29720695
58X,165,76,499999.9999999993,8435185.36883611
59C,171,-76,500000.0,-8435185.36883611
59D,171,-68,500000.0,-7542864.29720695
59E,171,-60,500000.0,-6651411.190362714
59F,171,-52,500000.0,-5761038.212590415
59G,171,-44,500000.0,-4871872.840767047
59H,171,-36,500000.0,-3983948.4533356656
59J,171,-28,500000.0,-3097202.370688265
59K,171,-20,500000.0,-2211481.307669964
59L,171,-12,500000.0,-1326553.6358056443
59M,171,-4,500000.0,-442127.3902531092
59N,171,4,500000.0,442127.3902531092
59P,171,12,500000.0,1326553.6358056443
59Q,171,20,500000.0,2211481.307669964
59R,171,28,500000.0,3097202.370688265
59S,171,36,500000.0,3983948.4533356656
59T,171,44,500000.0,4871872.840767047
59U,171,52,500000.0,5761038.212590415
59V,171,60,500000.0,6651411.190362714
59W,171,68,500000.0,7542864.29720695
59X,171,76,500000.0,8435185.36883611
60C,177,-76,500000.0000000007,-8435185.36883611
60D,177,-68,500000.00000000105,-7542864.29720695
60E,177,-60,500000.0000000014,-6651411.190362714
60F,177,-52,500000.00000000175,-5761038.212590415
60G,177,-44,500000.00000000204,-4871872.840767047
60H,177,-36,500000.00000000227,-3983948.4533356656
60J,177,-28,500000.0000000025,-3097202.370688265
60K,177,-20,500000.0000000027,-2211481.307669964
60L,177,-12,500000.0000000028,-1326553.6358056443
60M,177,-4,500000.00000000285,-442127.3902531092
60N,177,4,500000.00000000285,442127.3902531092
60P,177,12,500000.0000000028,1326553.6358056443
60Q,177,20,500000.0000000027,2211481.307669964
60R,177,28,500000.0000000025,3097202.370688265
60S,177,36,500000.00000000227,3983948.4533356656
60T,177,44,500000.00000000204,4871872.840767047
